,participant,parent index,left child index,right child index,path_resp.keys,path_resp.rt,left distance,right distance,parent cluster,left child cluster,right child cluster,left_option,right_option,left_right_option,left_right_distance,right_closer,walk_length
450,242024.0,4.0,0.0,8.0,left,2.2308057315385668,3.0,3.0,A,A,B,within,across,within_across,0.0,0,300.0
451,242024.0,5.0,6.0,4.0,left,1.16118253247987,1.0,1.0,B,B,A,within,across,within_across,0.0,0,300.0
452,242024.0,7.0,3.0,1.0,left,2.0380248061410384,3.0,4.0,B,A,A,across,across,across_across,-1.0,0,300.0
453,242024.0,1.0,9.0,6.0,left,2.335829441974056,6.0,4.0,A,B,B,across,across,across_across,2.0,0,300.0
454,242024.0,2.0,8.0,0.0,left,2.7005994765931973,4.0,2.0,A,B,A,across,within,across_within,2.0,0,300.0
455,242024.0,4.0,6.0,7.0,right,8.94780780527799,2.0,2.0,A,B,B,across,across,across_across,0.0,1,300.0
456,242024.0,4.0,8.0,0.0,right,2.7277066247188486,3.0,3.0,A,B,A,across,within,across_within,0.0,1,300.0
457,242024.0,4.0,1.0,6.0,left,3.2697454488370568,2.0,2.0,A,A,B,within,across,within_across,0.0,0,300.0
458,242024.0,5.0,3.0,8.0,right,4.086098542349646,2.0,2.0,B,A,B,across,within,across_within,0.0,1,300.0
459,242024.0,3.0,8.0,2.0,right,1.1736734392034125,4.0,1.0,A,B,A,across,within,across_within,3.0,1,300.0
460,242025.0,5.0,6.0,7.0,right,9.781239312782418,1.0,1.0,B,B,B,within,within,within_within,0.0,1,1.0
461,242025.0,9.0,6.0,8.0,right,3.224755346382153,2.0,1.0,B,B,B,within,within,within_within,1.0,1,1.0
462,242025.0,6.0,1.0,5.0,left,3.841463602380827,4.0,1.0,B,A,B,across,within,across_within,3.0,0,1.0
463,242025.0,5.0,3.0,8.0,left,2.235061873871018,2.0,2.0,B,A,B,across,within,across_within,0.0,0,1.0
464,242025.0,6.0,4.0,8.0,left,2.5324796729400987,2.0,1.0,B,A,B,across,within,across_within,1.0,0,1.0
465,242025.0,4.0,2.0,5.0,right,2.4262266035511857,1.0,1.0,A,A,B,within,across,within_across,0.0,1,1.0
466,242025.0,1.0,7.0,2.0,left,3.0032569170289207,4.0,1.0,A,B,A,across,within,across_within,3.0,0,1.0
467,242025.0,5.0,8.0,2.0,right,2.7583132127911085,2.0,2.0,B,B,A,within,across,within_across,0.0,1,1.0
468,242025.0,4.0,1.0,7.0,right,2.251332875937805,2.0,2.0,A,A,B,within,across,within_across,0.0,1,1.0
469,242025.0,1.0,7.0,2.0,right,2.835118198316195,4.0,1.0,A,B,A,across,within,across_within,3.0,1,1.0
470,242025.0,8.0,9.0,4.0,left,10.868529518556898,1.0,3.0,B,B,A,within,across,within_across,-2.0,0,1.0
471,242025.0,4.0,5.0,3.0,right,2.771649669215549,1.0,1.0,A,B,A,across,within,across_within,0.0,1,1.0
472,242025.0,8.0,7.0,9.0,left,4.255687002718332,1.0,1.0,B,B,B,within,within,within_within,0.0,0,1.0
473,242025.0,4.0,6.0,1.0,right,4.304313769986038,2.0,2.0,A,B,A,across,within,across_within,0.0,1,1.0
474,242025.0,2.0,8.0,5.0,left,1.5182548840821255,4.0,2.0,A,B,B,across,across,across_across,2.0,0,1.0
475,242025.0,5.0,9.0,1.0,right,2.100363452627789,3.0,3.0,B,B,A,within,across,within_across,0.0,1,1.0
476,242025.0,4.0,9.0,1.0,right,1.731461607167148,4.0,2.0,A,B,A,across,within,across_within,2.0,1,1.0
477,242025.0,5.0,6.0,4.0,right,3.8572576879378175,1.0,1.0,B,B,A,within,across,within_across,0.0,1,1.0
478,242025.0,4.0,8.0,0.0,right,3.2572629400528967,3.0,3.0,A,B,A,across,within,across_within,0.0,1,1.0
479,242025.0,5.0,1.0,6.0,left,1.4578654847864527,3.0,1.0,B,A,B,across,within,across_within,2.0,0,1.0
480,242026.0,4.0,5.0,2.0,right,4.756733244983479,1.0,1.0,A,B,A,across,within,across_within,0.0,1,300.0
481,242026.0,3.0,5.0,2.0,left,4.216968870081473,2.0,1.0,A,B,A,across,within,across_within,1.0,0,300.0
482,242026.0,7.0,9.0,0.0,right,3.3072444301215,2.0,5.0,B,B,A,within,across,within_across,-3.0,1,300.0
483,242026.0,4.0,1.0,6.0,left,6.810693684383296,2.0,2.0,A,A,B,within,across,within_across,0.0,0,300.0
484,242026.0,4.0,0.0,8.0,right,6.956156709115021,3.0,3.0,A,A,B,within,across,within_across,0.0,1,300.0
485,242026.0,1.0,7.0,3.0,right,5.78396083181724,4.0,1.0,A,B,A,across,within,across_within,3.0,1,300.0
486,242026.0,4.0,1.0,7.0,left,8.339833498874214,2.0,2.0,A,A,B,within,across,within_across,0.0,0,300.0
487,242026.0,4.0,5.0,3.0,right,6.112516564084217,1.0,1.0,A,B,A,across,within,across_within,0.0,1,300.0
488,242026.0,2.0,6.0,7.0,left,1.7589334388030693,3.0,3.0,A,B,B,across,across,across_across,0.0,0,300.0
489,242026.0,5.0,7.0,6.0,right,4.115758446510881,1.0,1.0,B,B,B,within,within,within_within,0.0,1,300.0
490,242026.0,5.0,4.0,6.0,right,8.025500092073344,1.0,1.0,B,A,B,across,within,across_within,0.0,1,300.0
491,242026.0,5.0,8.0,3.0,left,5.371520334214438,2.0,2.0,B,B,A,within,across,within_across,0.0,0,300.0
492,242026.0,4.0,8.0,1.0,right,3.558721539156977,3.0,2.0,A,B,A,across,within,across_within,1.0,1,300.0
493,242026.0,5.0,2.0,8.0,right,3.4597058761282824,2.0,2.0,B,A,B,across,within,across_within,0.0,1,300.0
494,242026.0,1.0,3.0,5.0,left,2.100315132702235,1.0,3.0,A,A,B,within,across,within_across,-2.0,0,300.0
495,242026.0,9.0,3.0,1.0,left,2.123717660375405,5.0,6.0,B,A,A,across,across,across_across,-1.0,0,300.0
496,242026.0,5.0,1.0,6.0,right,1.07990153611172,3.0,1.0,B,A,B,across,within,across_within,2.0,1,300.0
497,242026.0,0.0,8.0,3.0,left,4.8244559885934,6.0,2.0,A,B,A,across,within,across_within,4.0,0,300.0
498,242026.0,5.0,1.0,9.0,right,5.250400707533117,3.0,3.0,B,A,B,across,within,across_within,0.0,1,300.0
499,242026.0,7.0,0.0,6.0,left,1.9462022584630176,5.0,1.0,B,A,B,across,within,across_within,4.0,0,300.0
500,242027.0,1.0,5.0,6.0,left,5.25789869268192,3.0,4.0,A,B,B,across,across,across_across,-1.0,0,1.0
501,242027.0,2.0,5.0,8.0,right,2.3704110308899544,2.0,4.0,A,B,B,across,across,across_across,-2.0,1,1.0
502,242027.0,9.0,8.0,4.0,right,4.20656345365569,1.0,4.0,B,B,A,within,across,within_across,-3.0,1,1.0
503,242027.0,5.0,7.0,6.0,right,4.21687016467331,1.0,1.0,B,B,B,within,within,within_within,0.0,1,1.0
504,242027.0,4.0,1.0,6.0,left,5.867563064326532,2.0,2.0,A,A,B,within,across,within_across,0.0,0,1.0
505,242027.0,3.0,6.0,5.0,left,1.6193151598563418,3.0,2.0,A,B,B,across,across,across_across,1.0,0,1.0
506,242027.0,5.0,8.0,3.0,right,5.060528420784976,2.0,2.0,B,B,A,within,across,within_across,0.0,1,1.0
507,242027.0,4.0,8.0,0.0,right,2.845360998995602,3.0,3.0,A,B,A,across,within,across_within,0.0,1,1.0
508,242027.0,4.0,2.0,5.0,left,1.8864360120496717,1.0,1.0,A,A,B,within,across,within_across,0.0,0,1.0
509,242027.0,3.0,0.0,5.0,right,3.877550416684244,2.0,2.0,A,A,B,within,across,within_across,0.0,1,1.0
510,242027.0,5.0,6.0,4.0,right,1.7495331870159134,1.0,1.0,B,B,A,within,across,within_across,0.0,1,1.0
511,242027.0,7.0,5.0,1.0,left,3.0266401842818595,1.0,4.0,B,B,A,within,across,within_across,-3.0,0,1.0
512,242027.0,3.0,8.0,7.0,left,8.396177657530643,4.0,3.0,A,B,B,across,across,across_across,1.0,0,1.0
513,242027.0,4.0,1.0,7.0,left,3.7590698755229823,2.0,2.0,A,A,B,within,across,within_across,0.0,0,1.0
514,242027.0,5.0,2.0,8.0,right,0.9956826214911416,2.0,2.0,B,A,B,across,within,across_within,0.0,1,1.0
515,242027.0,6.0,4.0,7.0,left,2.886314667877741,2.0,1.0,B,A,B,across,within,across_within,1.0,0,1.0
516,242027.0,4.0,5.0,7.0,right,1.6935941127012484,1.0,2.0,A,B,B,across,across,across_across,-1.0,1,1.0
517,242027.0,0.0,2.0,8.0,left,3.6290936312871054,2.0,6.0,A,A,B,within,across,within_across,-4.0,0,1.0
518,242027.0,4.0,5.0,3.0,right,3.4867816317128018,1.0,1.0,A,B,A,across,within,across_within,0.0,1,1.0
519,242027.0,5.0,9.0,1.0,left,1.8374467609683047,3.0,3.0,B,B,A,within,across,within_across,0.0,0,1.0
520,242028.0,4.0,3.0,9.0,left,12.866224957688246,1.0,4.0,A,A,B,within,across,within_across,-3.0,0,300.0
521,242028.0,1.0,7.0,5.0,right,2.937725067837164,4.0,3.0,A,B,B,across,across,across_across,1.0,1,300.0
522,242028.0,4.0,7.0,9.0,right,6.262851166189648,2.0,4.0,A,B,B,across,across,across_across,-2.0,1,300.0
523,242028.0,8.0,6.0,1.0,right,4.927319651411381,1.0,5.0,B,B,A,within,across,within_across,-4.0,1,300.0
524,242028.0,5.0,9.0,1.0,right,2.5722109698690474,3.0,3.0,B,B,A,within,across,within_across,0.0,1,300.0
525,242028.0,9.0,8.0,3.0,left,8.360773222171701,1.0,5.0,B,B,A,within,across,within_across,-4.0,0,300.0
526,242028.0,5.0,4.0,6.0,right,2.50805218401365,1.0,1.0,B,A,B,across,within,across_within,0.0,1,300.0
527,242028.0,2.0,8.0,7.0,right,2.5790186211816035,4.0,3.0,A,B,B,across,across,across_across,1.0,1,300.0
528,242028.0,4.0,5.0,3.0,left,2.383092707605101,1.0,1.0,A,B,A,across,within,across_within,0.0,0,300.0
529,242028.0,5.0,7.0,6.0,right,5.563260476512369,1.0,1.0,B,B,B,within,within,within_within,0.0,1,300.0
530,242028.0,0.0,1.0,6.0,left,2.774745916714892,1.0,5.0,A,A,B,within,across,within_across,-4.0,0,300.0
531,242028.0,4.0,1.0,7.0,right,2.4271149963024072,2.0,2.0,A,A,B,within,across,within_across,0.0,1,300.0
532,242028.0,5.0,2.0,8.0,left,3.348945482634008,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
533,242028.0,1.0,3.0,9.0,left,6.673661063308828,1.0,6.0,A,A,B,within,across,within_across,-5.0,0,300.0
534,242028.0,4.0,8.0,0.0,left,2.0653710204642266,3.0,3.0,A,B,A,across,within,across_within,0.0,0,300.0
535,242028.0,5.0,8.0,3.0,right,2.9545155438245274,2.0,2.0,B,B,A,within,across,within_across,0.0,1,300.0
536,242028.0,4.0,6.0,1.0,left,3.3825240198057145,2.0,2.0,A,B,A,across,within,across_within,0.0,0,300.0
537,242028.0,4.0,5.0,2.0,left,3.2742508806404658,1.0,1.0,A,B,A,across,within,across_within,0.0,0,300.0
538,242028.0,9.0,5.0,6.0,right,2.74693304032553,3.0,2.0,B,B,B,within,within,within_within,1.0,1,300.0
539,242028.0,3.0,1.0,9.0,left,2.216023471963126,1.0,5.0,A,A,B,within,across,within_across,-4.0,0,300.0
540,242029.0,9.0,0.0,3.0,left,9.38218169566244,7.0,5.0,B,A,A,across,across,across_across,2.0,0,1.0
541,242029.0,5.0,2.0,8.0,right,1.30722423363477,2.0,2.0,B,A,B,across,within,across_within,0.0,1,1.0
542,242029.0,5.0,3.0,8.0,right,1.426097348332405,2.0,2.0,B,A,B,across,within,across_within,0.0,1,1.0
543,242029.0,9.0,3.0,1.0,left,0.339309835806489,5.0,6.0,B,A,A,across,across,across_across,-1.0,0,1.0
544,242029.0,4.0,5.0,2.0,left,0.3531302753835916,1.0,1.0,A,B,A,across,within,across_within,0.0,0,1.0
545,242029.0,4.0,5.0,3.0,right,0.4786054231226444,1.0,1.0,A,B,A,across,within,across_within,0.0,1,1.0
546,242029.0,6.0,9.0,3.0,right,0.1187626374885439,2.0,3.0,B,B,A,within,across,within_across,-1.0,1,1.0
547,242029.0,4.0,5.0,7.0,left,1.0688960393890738,1.0,2.0,A,B,B,across,across,across_across,-1.0,0,1.0
548,242029.0,2.0,7.0,4.0,right,0.9014068860560656,3.0,1.0,A,B,A,across,within,across_within,2.0,1,1.0
549,242029.0,4.0,1.0,7.0,left,0.419920620508492,2.0,2.0,A,A,B,within,across,within_across,0.0,0,1.0
550,242029.0,8.0,1.0,4.0,left,0.7660778909921646,5.0,3.0,B,A,A,across,across,across_across,2.0,0,1.0
551,242029.0,5.0,6.0,4.0,right,0.9379163812845944,1.0,1.0,B,B,A,within,across,within_across,0.0,1,1.0
552,242029.0,6.0,2.0,4.0,left,0.7997868340462446,3.0,2.0,B,A,A,across,across,across_across,1.0,0,1.0
553,242029.0,0.0,3.0,5.0,left,0.2829812625423074,2.0,4.0,A,A,B,within,across,within_across,-2.0,0,1.0
554,242029.0,5.0,7.0,6.0,left,0.2350676245987415,1.0,1.0,B,B,B,within,within,within_within,0.0,0,1.0
555,242029.0,5.0,3.0,7.0,left,0.3012029565870762,2.0,1.0,B,A,B,across,within,across_within,1.0,0,1.0
556,242029.0,4.0,8.0,0.0,left,0.5880104526877403,3.0,3.0,A,B,A,across,within,across_within,0.0,0,1.0
557,242029.0,5.0,9.0,1.0,right,0.4394985204562545,3.0,3.0,B,B,A,within,across,within_across,0.0,1,1.0
558,242029.0,4.0,1.0,6.0,left,0.8002356830984354,2.0,2.0,A,A,B,within,across,within_across,0.0,0,1.0
559,242029.0,6.0,7.0,3.0,left,0.2754887761548161,1.0,3.0,B,B,A,within,across,within_across,-2.0,0,1.0
560,242030.0,6.0,1.0,0.0,right,5.8328939385246485,4.0,5.0,B,A,A,across,across,across_across,-1.0,1,300.0
561,242030.0,5.0,9.0,3.0,left,4.418316635943484,3.0,2.0,B,B,A,within,across,within_across,1.0,0,300.0
562,242030.0,6.0,3.0,0.0,right,0.9325570724904536,3.0,5.0,B,A,A,across,across,across_across,-2.0,1,300.0
563,242030.0,4.0,1.0,6.0,left,1.7144315084442496,2.0,2.0,A,A,B,within,across,within_across,0.0,0,300.0
564,242030.0,3.0,8.0,2.0,right,1.4415308084571734,4.0,1.0,A,B,A,across,within,across_within,3.0,1,300.0
565,242030.0,1.0,2.0,7.0,left,2.490340156189632,1.0,4.0,A,A,B,within,across,within_across,-3.0,0,300.0
566,242030.0,8.0,3.0,0.0,left,1.6660809745662846,4.0,6.0,B,A,A,across,across,across_across,-2.0,0,300.0
567,242030.0,4.0,5.0,3.0,left,1.1628526754211634,1.0,1.0,A,B,A,across,within,across_within,0.0,0,300.0
568,242030.0,1.0,6.0,0.0,right,0.7753731636330485,4.0,1.0,A,B,A,across,within,across_within,3.0,1,300.0
569,242030.0,4.0,1.0,7.0,right,0.9238990730373188,2.0,2.0,A,A,B,within,across,within_across,0.0,1,300.0
570,242030.0,5.0,6.0,4.0,right,1.2570719221257605,1.0,1.0,B,B,A,within,across,within_across,0.0,1,300.0
571,242030.0,4.0,2.0,5.0,right,1.498538738116622,1.0,1.0,A,A,B,within,across,within_across,0.0,1,300.0
572,242030.0,4.0,0.0,8.0,right,2.0020571163040586,3.0,3.0,A,A,B,within,across,within_across,0.0,1,300.0
573,242030.0,5.0,0.0,9.0,right,4.492927021405194,4.0,3.0,B,A,B,across,within,across_within,1.0,1,300.0
574,242030.0,5.0,8.0,3.0,right,2.715168629249092,2.0,2.0,B,B,A,within,across,within_across,0.0,1,300.0
575,242030.0,5.0,9.0,1.0,left,1.4581929976702668,3.0,3.0,B,B,A,within,across,within_across,0.0,0,300.0
576,242030.0,6.0,1.0,5.0,right,0.8753776913508773,4.0,1.0,B,A,B,across,within,across_within,3.0,1,300.0
577,242030.0,5.0,8.0,2.0,left,0.531476445030421,2.0,2.0,B,B,A,within,across,within_across,0.0,0,300.0
578,242030.0,2.0,0.0,6.0,right,0.2576231025159359,2.0,3.0,A,A,B,within,across,within_across,-1.0,1,300.0
579,242030.0,5.0,6.0,7.0,left,2.06693128956249,1.0,1.0,B,B,B,within,within,within_within,0.0,0,300.0
580,242030.0,0.0,4.0,2.0,left,4.948681362788193,3.0,2.0,A,A,A,within,within,within_within,1.0,0,300.0
581,242030.0,4.0,6.0,1.0,right,0.8417614228092134,2.0,2.0,A,B,A,across,within,across_within,0.0,1,300.0
582,242030.0,4.0,8.0,0.0,left,0.3555614584474824,3.0,3.0,A,B,A,across,within,across_within,0.0,0,300.0
583,242030.0,6.0,2.0,1.0,right,0.5607623555115424,3.0,4.0,B,A,A,across,across,across_across,-1.0,1,300.0
584,242030.0,5.0,8.0,3.0,left,0.805677218362689,2.0,2.0,B,B,A,within,across,within_across,0.0,0,300.0
585,242030.0,5.0,2.0,8.0,right,0.9848461615038104,2.0,2.0,B,A,B,across,within,across_within,0.0,1,300.0
586,242030.0,5.0,7.0,6.0,left,0.6286979042342864,1.0,1.0,B,B,B,within,within,within_within,0.0,0,300.0
587,242030.0,4.0,1.0,6.0,right,0.7419715112773702,2.0,2.0,A,A,B,within,across,within_across,0.0,1,300.0
588,242030.0,4.0,3.0,5.0,left,0.587383221311029,1.0,1.0,A,A,B,within,across,within_across,0.0,0,300.0
589,242030.0,7.0,0.0,6.0,right,0.5752973989583552,5.0,1.0,B,A,B,across,within,across_within,4.0,1,300.0
590,242030.0,8.0,0.0,4.0,left,0.5154553879401647,6.0,3.0,B,A,A,across,across,across_across,3.0,0,300.0
591,242030.0,9.0,3.0,2.0,right,0.2983280458720401,5.0,5.0,B,A,A,across,across,across_across,0.0,1,300.0
592,242030.0,4.0,2.0,5.0,left,0.3135808916413225,1.0,1.0,A,A,B,within,across,within_across,0.0,0,300.0
593,242030.0,8.0,0.0,4.0,right,0.2724367546034045,6.0,3.0,B,A,A,across,across,across_across,3.0,1,300.0
594,242030.0,3.0,0.0,8.0,left,0.2813443850609474,2.0,4.0,A,A,B,within,across,within_across,-2.0,0,300.0
595,242030.0,4.0,7.0,1.0,left,0.2815617179730907,2.0,2.0,A,B,A,across,within,across_within,0.0,0,300.0
596,242030.0,5.0,4.0,6.0,right,0.1367854048730805,1.0,1.0,B,A,B,across,within,across_within,0.0,1,300.0
597,242030.0,0.0,6.0,5.0,left,0.2306496744859032,5.0,4.0,A,B,B,across,across,across_across,1.0,0,300.0
598,242030.0,5.0,4.0,8.0,left,2.472929375828244,1.0,2.0,B,A,B,across,within,across_within,-1.0,0,300.0
599,242030.0,5.0,1.0,9.0,right,0.1773146708728745,3.0,3.0,B,A,B,across,within,across_within,0.0,1,300.0
600,242031.0,5.0,8.0,2.0,left,4.864428318105638,2.0,2.0,B,B,A,within,across,within_across,0.0,0,1.0
601,242031.0,4.0,1.0,6.0,right,0.5295037403702736,2.0,2.0,A,A,B,within,across,within_across,0.0,1,1.0
602,242031.0,4.0,7.0,1.0,left,0.4716743752360344,2.0,2.0,A,B,A,across,within,across_within,0.0,0,1.0
603,242031.0,5.0,7.0,6.0,left,0.2474841671064496,1.0,1.0,B,B,B,within,within,within_within,0.0,0,1.0
604,242031.0,4.0,5.0,2.0,right,0.3849445153027773,1.0,1.0,A,B,A,across,within,across_within,0.0,1,1.0
605,242031.0,0.0,3.0,5.0,right,0.2604120410978794,2.0,4.0,A,A,B,within,across,within_across,-2.0,1,1.0
606,242031.0,5.0,8.0,4.0,left,0.2452492797747254,2.0,1.0,B,B,A,within,across,within_across,1.0,0,1.0
607,242031.0,5.0,6.0,4.0,right,0.1987419556826353,1.0,1.0,B,B,A,within,across,within_across,0.0,1,1.0
608,242031.0,4.0,3.0,5.0,right,0.2901718998327851,1.0,1.0,A,A,B,within,across,within_across,0.0,1,1.0
609,242031.0,5.0,7.0,3.0,left,0.2336036581546068,1.0,2.0,B,B,A,within,across,within_across,-1.0,0,1.0
610,242031.0,8.0,4.0,0.0,right,0.2117419708520174,3.0,6.0,B,A,A,across,across,across_across,-3.0,1,1.0
611,242031.0,5.0,8.0,3.0,right,0.1985345855355262,2.0,2.0,B,B,A,within,across,within_across,0.0,1,1.0
612,242031.0,6.0,8.0,1.0,left,0.2009949535131454,1.0,4.0,B,B,A,within,across,within_across,-3.0,0,1.0
613,242031.0,5.0,9.0,1.0,right,0.2117966059595346,3.0,3.0,B,B,A,within,across,within_across,0.0,1,1.0
614,242031.0,8.0,9.0,2.0,right,0.3345934506505728,1.0,4.0,B,B,A,within,across,within_across,-3.0,1,1.0
615,242031.0,2.0,4.0,1.0,left,0.2200458273291587,1.0,1.0,A,A,A,within,within,within_within,0.0,0,1.0
616,242031.0,3.0,2.0,7.0,left,0.2702049156650901,1.0,3.0,A,A,B,within,across,within_across,-2.0,0,1.0
617,242031.0,5.0,7.0,4.0,left,0.2543370369821787,1.0,1.0,B,B,A,within,across,within_across,0.0,0,1.0
618,242031.0,4.0,0.0,8.0,right,0.183184677734971,3.0,3.0,A,A,B,within,across,within_across,0.0,1,1.0
619,242031.0,4.0,5.0,0.0,right,0.2672923784703016,1.0,3.0,A,B,A,across,within,across_within,-2.0,1,1.0
620,242032.0,4.0,5.0,3.0,left,3.6818445526296273,1.0,1.0,A,B,A,across,within,across_within,0.0,0,300.0
621,242032.0,4.0,8.0,0.0,left,2.5221272061462514,3.0,3.0,A,B,A,across,within,across_within,0.0,0,300.0
622,242032.0,5.0,9.0,1.0,left,7.647656879678834,3.0,3.0,B,B,A,within,across,within_across,0.0,0,300.0
623,242032.0,4.0,9.0,7.0,right,1.3285916526219808,4.0,2.0,A,B,B,across,across,across_across,2.0,1,300.0
624,242032.0,5.0,7.0,6.0,left,3.734832729154732,1.0,1.0,B,B,B,within,within,within_within,0.0,0,300.0
625,242032.0,3.0,6.0,2.0,right,4.731532589357812,3.0,1.0,A,B,A,across,within,across_within,2.0,1,300.0
626,242032.0,8.0,1.0,0.0,left,2.8813845313270576,5.0,6.0,B,A,A,across,across,across_across,-1.0,0,300.0
627,242032.0,4.0,1.0,7.0,right,2.7294341194210574,2.0,2.0,A,A,B,within,across,within_across,0.0,1,300.0
628,242032.0,9.0,0.0,2.0,right,1.2791161191416904,7.0,5.0,B,A,A,across,across,across_across,2.0,1,300.0
629,242032.0,5.0,6.0,4.0,left,3.254366429289803,1.0,1.0,B,B,A,within,across,within_across,0.0,0,300.0
630,242032.0,4.0,2.0,5.0,left,2.4630177880753763,1.0,1.0,A,A,B,within,across,within_across,0.0,0,300.0
631,242032.0,5.0,8.0,3.0,left,2.984141942579299,2.0,2.0,B,B,A,within,across,within_across,0.0,0,300.0
632,242032.0,6.0,3.0,8.0,left,2.291876880917698,3.0,1.0,B,A,B,across,within,across_within,2.0,0,300.0
633,242032.0,4.0,1.0,6.0,right,4.786662702390458,2.0,2.0,A,A,B,within,across,within_across,0.0,1,300.0
634,242032.0,8.0,3.0,0.0,right,1.9261961610754952,4.0,6.0,B,A,A,across,across,across_across,-2.0,1,300.0
635,242032.0,4.0,9.0,8.0,left,13.003229506546631,4.0,3.0,A,B,B,across,across,across_across,1.0,0,300.0
636,242032.0,0.0,6.0,2.0,left,10.74094763182802,5.0,2.0,A,B,A,across,within,across_within,3.0,0,300.0
637,242032.0,8.0,9.0,3.0,left,11.857161571912002,1.0,4.0,B,B,A,within,across,within_across,-3.0,0,300.0
638,242032.0,5.0,2.0,8.0,left,4.105468337307684,2.0,2.0,B,A,B,across,within,across_within,0.0,0,300.0
639,242032.0,9.0,1.0,2.0,left,4.0484438058920205,6.0,5.0,B,A,A,across,across,across_across,1.0,0,300.0
640,242033.0,5.0,7.0,6.0,right,6.790264089650009,1.0,1.0,B,B,B,within,within,within_within,0.0,1,1.0
641,242033.0,4.0,0.0,8.0,right,1.8652650706935676,3.0,3.0,A,A,B,within,across,within_across,0.0,1,1.0
642,242033.0,4.0,5.0,3.0,left,2.130389780504629,1.0,1.0,A,B,A,across,within,across_within,0.0,0,1.0
643,242033.0,5.0,0.0,6.0,left,2.12718412023969,4.0,1.0,B,A,B,across,within,across_within,3.0,0,1.0
644,242033.0,2.0,0.0,5.0,right,1.517629320616834,2.0,2.0,A,A,B,within,across,within_across,0.0,1,1.0
645,242033.0,4.0,1.0,7.0,left,4.108128552441485,2.0,2.0,A,A,B,within,across,within_across,0.0,0,1.0
646,242033.0,0.0,9.0,8.0,right,0.5310028404346667,7.0,6.0,A,B,B,across,across,across_across,1.0,1,1.0
647,242033.0,5.0,2.0,8.0,left,0.2572370347334072,2.0,2.0,B,A,B,across,within,across_within,0.0,0,1.0
648,242033.0,4.0,5.0,2.0,right,0.081415320164524,1.0,1.0,A,B,A,across,within,across_within,0.0,1,1.0
649,242033.0,5.0,3.0,8.0,left,0.5936958365491591,2.0,2.0,B,A,B,across,within,across_within,0.0,0,1.0
650,242033.0,3.0,1.0,8.0,right,1.157232205150649,1.0,4.0,A,A,B,within,across,within_across,-3.0,1,1.0
651,242033.0,4.0,2.0,5.0,right,0.3624113689293153,1.0,1.0,A,A,B,within,across,within_across,0.0,1,1.0
652,242033.0,3.0,2.0,9.0,left,0.2072682763100601,1.0,5.0,A,A,B,within,across,within_across,-4.0,0,1.0
653,242033.0,4.0,1.0,0.0,right,0.194170044909697,2.0,3.0,A,A,A,within,within,within_within,-1.0,1,1.0
