,rt,old or new,accuracy,test item,condition,trials,block,node type,participant,resp_old,response,node_type,participant_id,stim chosen,trials_exposure,path id,rt_exposure,accuracy_exposure
154,0.516343988943845,new,0.0,stimuli/59.png,structured,68,2,new,24068.0,1,1,new,24068.0,,,,,0.4726888020358785
155,0.6898617525584996,old,1.0,stimuli/297.png,structured,69,2,boundary,24068.0,1,1,boundary,24068.0,stimuli/297.png,623.7391304347826,10.0,0.6232666768862501,0.43478260869565216
156,0.5041054664179683,new,0.0,stimuli/199.png,structured,70,2,new,24068.0,1,1,new,24068.0,,,,,0.4726888020358785
157,0.6636330704204738,new,0.0,stimuli/288.png,structured,71,2,new,24068.0,1,1,new,24068.0,,,,,0.4726888020358785
158,2.4752235203050077,old,1.0,stimuli/247.png,structured,72,2,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/247.png,593.2,6.0,0.17817205451428883,0.6
159,0.9069498023018241,old,1.0,stimuli/295.png,structured,73,2,boundary,24068.0,1,1,boundary,24068.0,stimuli/295.png,613.0,0.0,0.7119952057061406,0.625
160,0.7088393853046,new,1.0,stimuli/285.png,structured,74,2,new,24068.0,0,-1,new,24068.0,,,,,0.4726888020358785
161,0.8163684383034706,old,1.0,stimuli/32.png,structured,75,2,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/32.png,640.5,8.0,0.2797058971288303,0.3333333333333333
162,0.7302378579042852,new,0.0,stimuli/233.png,structured,76,2,new,24068.0,1,1,new,24068.0,,,,,0.4726888020358785
163,0.7194636119529605,new,1.0,stimuli/140.png,structured,77,2,new,24068.0,0,-1,new,24068.0,,,,,0.4726888020358785
164,0.47540613962337375,new,0.0,stimuli/186.png,structured,78,2,new,24068.0,1,1,new,24068.0,,,,,0.4726888020358785
165,0.3955646110698581,old,1.0,stimuli/67.png,structured,79,2,boundary,24068.0,1,1,boundary,24068.0,stimuli/67.png,625.0,9.0,0.36235522513743484,0.5
166,1.1127881915308535,new,1.0,stimuli/266.png,structured,80,2,new,24068.0,0,-1,new,24068.0,,,,,0.4726888020358785
167,0.8411198649555445,old,1.0,stimuli/19.png,structured,81,2,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/19.png,596.0,7.0,0.24325998375813163,0.5
168,1.8182130460627377,old,1.0,stimuli/192.png,structured,82,2,boundary,24068.0,1,1,boundary,24068.0,stimuli/192.png,648.6153846153846,4.0,0.39926060590033347,0.23076923076923078
169,0.6626502461731434,old,1.0,stimuli/272.png,structured,83,2,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/272.png,609.375,13.0,0.2617388969714132,0.4583333333333333
170,1.8392145852558315,new,1.0,stimuli/242.png,structured,84,2,new,24068.0,0,-1,new,24068.0,,,,,0.4726888020358785
